moves_list
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.cxb5', 'a6', '5.f3'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.cxb5', 'a6', '5.bxa6', 'Bxa6', '6.Nc3', 'g6', '7.Nf3', 'd6', '8.g3', 'Bg7', '9.Bg2'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.cxb5', 'a6', '5.bxa6'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.cxb5', 'a6', '5.bxa6', 'Bxa6', '6.Nc3', 'd6', '7.e4', 'Bxf1', '8.Kxf1', 'g6', '9.g3', 'Bg7', '10.Kg2', 'O-O', '11.Nf3'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.cxb5', 'a6', '5.e3'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.cxb5', 'a6', '5.b6'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.cxb5', 'a6', '5.bxa6', 'Bxa6', '6.Nc3', 'd6', '7.e4', 'Bxf1', '8.Kxf1', 'g6', '9.Nge2'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.cxb5', 'a6', '5.bxa6', 'Bxa6', '6.Nc3', 'd6', '7.e4'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.Bg5'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.Nf3'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.f3'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.Nd2'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.a4'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.cxb5', 'a6', '5.Nc3'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.cxb5', 'a6', '5.Nc3', 'axb5', '6.e4', 'b4', '7.Nb5'] 
['1.d4', 'c5', '2.dxc5'] 
['1.d4', 'c5', '2.dxc5', 'Na6'] 
['1.d4', 'c5', '2.d5', 'Nf6'] 
['1.d4', 'c5', '2.d5', 'Nf6', '3.Nf3'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.Nf3', 'Bg7', '8.Be2', 'O-O', '9.O-O', 'a6', '10.a4', 'Bg4'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.Nf3', 'Bg7', '8.Bg5'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.Nf3', 'Bg7', '8.Be2', 'O-O', '9.O-O', 'Re8'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.Nf3', 'Bg7', '8.Be2', 'O-O', '9.O-O', 'Re8', '10.Nd2', 'Na6'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.Nf3', 'Bg7', '8.Be2', 'O-O', '9.O-O', 'Re8', '10.Nd2', 'Na6', '11.f3'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.Nf3', 'Bg7', '8.Be2', 'O-O', '9.O-O', 'Re8', '10.Nd2'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.Nf3', 'Bg7', '8.Be2', 'O-O', '9.O-O', 'a6', '10.a4'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.Nf3'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.Nf3', 'Bg7', '8.Be2', 'O-O', '9.O-O'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.Nf3', 'Bg7', '8.h3'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.Nf3', 'Bg7', '8.Be2'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e5'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.Nf3', 'g6', '7.g3', 'Bg7', '8.Bg2', 'O-O'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.Nf3', 'g6', '7.g3', 'Bg7', '8.Bg2', 'O-O', '9.O-O', 'Nbd7'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.Nf3', 'g6', '7.g3', 'Bg7', '8.Bg2', 'O-O', '9.O-O', 'Nbd7', '10.Nd2', 'a6', '11.a4', 'Re8'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.f4', 'Bg7', '8.Nf3', 'O-O'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.f4', 'Bg7', '8.Nf3', 'O-O', '9.Be2', 'Re8'] 
['1.d4', 'c5', '2.d5', 'e6', '3.e4'] 
['1.d4', 'c5'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'd6'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e5', '4.Nc3', 'd6', '5.e4', 'g6'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.Nf3', 'g6', '7.Nd2'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.f4', 'Bg7', '8.e5'] 
['1.d4', 'Nf6', '2.c4', 'c5'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'Bd6'] 
['1.d4', 'c5', '2.d5', 'f5'] 
['1.d4', 'c5', '2.d5', 'd6'] 
['1.d4', 'c5', '2.d5', 'e5'] 
['1.d4', 'c5', '2.d5', 'e5', '3.e4', 'd6'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.f4'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.f4', 'Bg7', '8.Bb5+'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.Nf3', 'g6', '7.Bg5'] 
['1.d4', 'c5', '2.d5', 'Nf6', '3.c4', 'Ne4'] 
['1.d4', 'Nf6', '2.c4', 'c5', '3.dxc5', 'e6'] 
['1.f4', 'd5'] 
['1.f4', 'e5'] 
['1.f4', 'e5', '2.fxe5', 'd6', '3.exd6', 'Bxd6', '4.Nf3', 'g5'] 
['1.f4'] 
['1.f4', 'd5', '2.Nf3', 'Nf6', '3.e3', 'c5'] 
['1.e4', 'e5', '2.Bc4', 'Nf6'] 
['1.e4', 'e5', '2.Bc4', 'Nf6', '3.Nc3', 'Nxe4'] 
['1.e4', 'e5', '2.Nc3', 'Nf6', '3.Bc4', 'Nxe4', '4.Nf3'] 
['1.e4', 'e5', '2.Bc4', 'Bc5'] 
['1.e4', 'e5', '2.Bc4'] 
['1.e4', 'e5', '2.Bc4', 'Nf6', '3.d4'] 
['1.e4', 'e5', '2.Bc4', 'Nf6', '3.d4', 'exd4', '4.Nf3'] 
['1.e4', 'e5', '2.Bc4', 'Nf6', '3.d4', 'exd4', '4.Nf3', 'Nxe4', '5.Qxd4'] 
['1.e4', 'e5', '2.Bc4', 'Nf6', '3.d3', 'Nc6', '4.Nc3'] 
['1.e4', 'e5', '2.Bc4', 'Nf6', '3.d3', 'Nc6', '4.Nc3', 'Bb4', '5.Ne2'] 
['1.e4', 'e5', '2.Bc4', 'Nf6', '3.d3', 'Bc5', '4.Nc3'] 
['1.d4', 'd5', '2.e4', 'dxe4', '3.Nc3', 'Nf6', '4.f3', 'e3'] 
['1.d4', 'd5', '2.e4', 'dxe4', '3.Nc3', 'Nf6', '4.f3', 'exf3', '5.Nxf3', 'e6'] 
['1.d4', 'd5', '2.e4', 'dxe4', '3.Nc3', 'f5'] 
['1.d4', 'd5', '2.e4', 'dxe4', '3.Nc3', 'Nf6', '4.f3', 'exf3', '5.Nxf3', 'Bg4'] 
['1.d4', 'd5', '2.e4', 'dxe4', '3.Nc3', 'Nf6', '4.f3', 'Bf5'] 
['1.d4', 'd5', '2.e4', 'dxe4', '3.Nc3', 'Nf6', '4.Bg5'] 
['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3', 'c5', '4.d5', 'b5', '5.dxe6', 'fxe6', '6.cxb5', 'd5'] 
['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3', 'c5', '4.d5', 'b5', '5.Bg5'] 
['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3', 'c5', '4.d5', 'b5'] 
['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3', 'c5', '4.d5', 'b5', '5.Bg5', 'exd5', '6.cxd5', 'h6'] 
['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3', 'Bb4+', '4.Bd2', 'Bxd2+'] 
['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3', 'Bb4+', '4.Nbd2'] 
['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3', 'Bb4+', '4.Bd2', 'Qe7'] 
['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3', 'Bb4+', '4.Bd2', 'Be7'] 
['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3', 'Bb4+', '4.Bd2', 'c5'] 
['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3', 'Bb4+', '4.Bd2', 'a5'] 
['1.d4', 'Nf6', '2.c4', 'e5', '3.dxe5', 'Ng4', '4.Nf3'] 
['1.d4', 'Nf6', '2.c4', 'e5', '3.dxe5', 'Ng4', '4.e4'] 
['1.d4', 'Nf6', '2.c4', 'e5', '3.dxe5', 'Ng4', '4.e4', 'Nxe5', '5.f4', 'Nec6'] 
['1.d4', 'Nf6', '2.c4', 'e5', '3.dxe5', 'Ne4'] 
['1.d4', 'Nf6', '2.c4', 'e5', '3.dxe5', 'Ng4'] 
['1.d4', 'Nf6', '2.c4', 'e5', '3.dxe5', 'Ng4', '4.Bf4'] 
['1.e4', 'c6', '2.c4'] 
['1.e4', 'c6', '2.c4', 'd5'] 
['1.e4', 'c6', '2.c4', 'd5', '3.exd5', 'cxd5', '4.cxd5', 'Nf6'] 
['1.e4', 'c6', '2.c4', 'e5'] 
['1.e4', 'c6', '2.d4', 'd5', '3.e5'] 
['1.e4', 'c6', '2.d4', 'd5', '3.e5', 'Bf5', '4.g4'] 
['1.e4', 'c6', '2.d4', 'd5', '3.e5', 'c5'] 
['1.e4', 'c6', '2.d4', 'd5', '3.e5', 'Bf5', '4.Ne2'] 
['1.e4', 'c6', '2.d4', 'd5', '3.e5', 'Bf5', '4.Nf3'] 
['1.e4', 'c6', '2.d4', 'd5', '3.e5', 'Bf5', '4.h4'] 
['1.e4', 'c6', '2.d4', 'd5', '3.e5', 'Bf5', '4.Nc3'] 
['1.e4', 'c6', '2.d4', 'd5', '3.e5', 'Bf5', '4.Nc3', 'e6', '5.g4', 'Bg6', '6.Nge2', 'c5', '7.h4'] 
['1.e4', 'c6', '2.d4', 'd5', '3.e5', 'Bf5', '4.Nc3', 'Qb6'] 
['1.e4', 'c6', '2.d3'] 
['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Nf6', '5.Nxf6+', 'gxf6'] 
['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Bf5'] 
['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Bf5', '5.Ng3', 'Bg6', '6.Nh3'] 
['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Bf5', '5.Ng3', 'Bg6', '6.h4', 'h6', '7.Nf3', 'Nd7', '8.h5', 'Bh7', '9.Bd3', 'Bxd3', '10.Qxd3', 'e6', '11.Bd2', 'Ngf6', '12.O-O-O', 'Be7'] 
['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Bf5', '5.Ng3', 'Bg6', '6.h4'] 
['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Bf5', '5.Ng3', 'Bg6', '6.f4'] 
['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Bf5', '5.Ng3', 'Bg6', '6.h4', 'h6', '7.Nf3', 'Nd7', '8.h5', 'Bh7', '9.Bd3', 'Bxd3', '10.Qxd3'] 
['1.e4', 'c6', '2.d4', 'Na6'] 
['1.e4', 'c6', '2.b3'] 
['1.e4', 'c6', '2.d4', 'd5', '3.exd5', 'cxd5', '4.Bd3', 'Nc6', '5.c3', 'Nf6', '6.Bf4'] 
['1.e4', 'c6', '2.d4', 'd5', '3.exd5'] 
['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'h6'] 
['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Nf6', '5.Nxf6+', 'exf6', '6.Bc4'] 
['1.e4', 'c6'] 
['1.e4', 'c6', '2.Nc3', 'd5', '3.Qf3'] 
['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'b5'] 
['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'g6'] 
['1.e4', 'c6', '2.Bc4'] 
['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Nd7'] 
['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Nd7', '5.Ng5', 'Ngf6', '6.Bd3', 'e6', '7.N1f3', 'Bd6', '8.Qe2', 'h6', '9.Ne4', 'Nxe4', '10.Qxe4'] 
['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Nd7', '5.Ng5'] 
['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Nd7', '5.Ng5', 'Ndf6'] 
['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Nd7', '5.Nf3', 'Ngf6', '6.Ng3'] 
['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Nd7', '5.Bc4', 'Ngf6', '6.Ng5', 'e6', '7.Qe2', 'Nb6'] 
['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Nd7', '5.Bc4', 'Ngf6', '6.Ng5', 'e6', '7.Qe2', 'Nb6', '8.Bb3'] 
['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Nd7', '5.Bc4', 'Ngf6', '6.Nxf6+', 'Nxf6'] 
['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4'] 
['1.e4', 'c6', '2.d4', 'd5', '3.f3'] 
['1.e4', 'c6', '2.d4', 'd5', '3.f3', 'dxe4', '4.fxe4', 'e5', '5.Nf3', 'exd4', '6.Bc4'] 
['1.e4', 'c6', '2.d4', 'd5', '3.Nd2'] 
['1.e4', 'c6', '2.d4', 'd5', '3.exd5', 'cxd5', '4.c4', 'Nf6', '5.Nc3', 'e6'] 
['1.e4', 'c6', '2.d4', 'd5', '3.exd5', 'cxd5', '4.c4', 'Nf6', '5.Nc3'] 
['1.e4', 'c6', '2.d4', 'd5', '3.exd5', 'cxd5', '4.c4'] 
['1.e4', 'c6', '2.d4', 'd5', '3.exd5', 'cxd5', '4.c4', 'Nf6', '5.Nc3', 'g6'] 
['1.e4', 'c6', '2.d4', 'd5', '3.exd5', 'cxd5', '4.c4', 'Nf6', '5.Nc3', 'g6', '6.cxd5', 'Bg7'] 
['1.e4', 'c6', '2.d4', 'd5', '3.exd5', 'cxd5', '4.c4', 'Nf6', '5.c5'] 
['1.e4', 'c6', '2.d4', 'd5', '3.exd5', 'cxd5', '4.c4', 'Nf6', '5.Nc3', 'Nc6'] 
['1.e4', 'c6', '2.d4', 'd5', '3.exd5', 'cxd5', '4.c4', 'Nf6', '5.Nc3', 'Nc6', '6.Bg5', 'e6'] 
['1.e4', 'c6', '2.d4', 'd5', '3.exd5', 'cxd5', '4.c4', 'Nf6', '5.Nc3', 'Nc6', '6.Bg5', 'Qa5'] 
['1.e4', 'c6', '2.d4', 'd5', '3.exd5', 'cxd5', '4.c4', 'Nf6', '5.Nc3', 'Nc6', '6.Nf3', 'Bg4'] 
['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.f3'] 
['1.e4', 'c6', '2.d4', 'd5', '3.Nc3'] 
['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Nxe4', 'Nf6', '5.Nxf6+', 'exf6'] 
['1.e4', 'c6', '2.Nc3', 'd5', '3.Nf3'] 
['1.e4', 'c6', '2.Nc3', 'd5', '3.Nf3', 'Bg4'] 
['1.e4', 'c6', '2.Nc3', 'd5', '3.Nf3', 'Bg4', '4.h3', 'Bxf3'] 
['1.e4', 'c6', '2.Nc3', 'd5', '3.Nf3', 'Bg4', '4.h3', 'Bh5'] 
['1.e4', 'c6', '2.d4', 'd5', '3.Nc3', 'dxe4', '4.Bc4'] 
['1.d4', 'Nf6', '2.c4', 'e6', '3.g3', 'd5', '4.Bg2', 'Be7', '5.Nf3'] 
['1.d4', 'Nf6', '2.c4', 'e6', '3.g3', 'd5', '4.Bg2', 'Be7', '5.Nf3', 'O-O', '6.O-O', 'Nbd7', '7.Qc2'] 
['1.d4', 'Nf6', '2.c4', 'e6', '3.g3', 'd5', '4.Bg2', 'Be7', '5.Nf3', 'O-O', '6.O-O', 'Nbd7'] 
['1.d4', 'Nf6', '2.c4', 'e6', '3.g3', 'd5', '4.Bg2'] 
['1.d4', 'Nf6', '2.c4', 'e6', '3.g3', 'd5', '4.Bg2', 'Be7', '5.Nf3', 'O-O', '6.O-O', 'Nbd7', '7.Nc3', 'c6', '8.Qd3'] 
['1.d4', 'Nf6', '2.c4', 'e6', '3.g3', 'd5', '4.Bg2', 'Be7', '5.Nf3', 'O-O', '6.O-O', 'Nbd7', '7.Qc2', 'c6', '8.Nbd2', 'b5'] 
['1.d4', 'Nf6', '2.c4', 'e6', '3.g3', 'd5', '4.Bg2', 'Be7', '5.Nf3', 'O-O', '6.O-O', 'Nbd7', '7.Qc2', 'c6', '8.Nbd2', 'b6'] 
['1.d4', 'Nf6', '2.c4', 'e6', '3.g3'] 
['1.d4', 'Nf6', '2.c4', 'e6', '3.g3', 'd5', '4.Bg2', 'dxc4', '5.Qa4+'] 
['1.d4', 'Nf6', '2.c4', 'e6', '3.g3', 'd5', '4.Bg2', 'dxc4', '5.Nf3'] 
['1.d4', 'Nf6', '2.c4', 'e6', '3.g3', 'd5', '4.Bg2', 'dxc4', '5.Nf3', 'Be7'] 
['1.d4', 'Nf6', '2.c4', 'e6', '3.g3', 'd5', '4.Bg2', 'dxc4', '5.Nf3', 'Nc6', '6.Qa4', 'Bb4+'] 
['1.d4', 'Nf6', '2.c4', 'e6', '3.g3', 'd5', '4.Bg2', 'c5', '5.Nf3', 'Nc6'] 
['1.e4', 'e5', '2.d4', 'exd4'] 
['1.e4', 'e5', '2.d4', 'exd4', '3.Qxd4', 'Nc6', '4.Qe3', 'Nf6'] 
['1.e4', 'e5', '2.d4', 'exd4', '3.Qxd4', 'Nc6'] 
['1.e4', 'e5', '2.d4', 'exd4', '3.Qxd4', 'Nc6', '4.Qe3'] 
['1.h3'] 
['1.d4', 'd5', '2.Nf3', 'Nf6', '3.e3', 'e6'] 
['1.d4', 'd5', '2.Nf3', 'Nf6', '3.e3', 'e6', '4.Bd3'] 
['1.d4', 'd5', '2.Nf3', 'Nf6', '3.e3', 'e6', '4.Bd3', 'c5', '5.c3'] 
['1.e4', 'd6', '2.d4', 'Nf6', '3.Nc3', 'c6'] 
['1.e4', 'e5', '2.d4', 'exd4', '3.c3', 'd5'] 
['1.e4', 'e5', '2.d4', 'exd4', '3.c3'] 
['1.d4', 'f5', '2.c4', 'Nf6', '3.g3', 'e6', '4.Bg2', 'Be7', '5.Nf3', 'O-O', '6.O-O', 'Ne4'] 
['1.d4', 'f5', '2.g3', 'Nf6', '3.Bg2', 'e6', '4.Nh3'] 
['1.d4', 'f5', '2.e4', 'fxe4', '3.Nc3', 'Nf6', '4.f3'] 
['1.d4', 'f5', '2.c4', 'e6'] 
['1.d4', 'f5', '2.c4', 'Nf6', '3.g3', 'e6', '4.Bg2'] 
['1.d4', 'f5', '2.c4', 'Nf6', '3.g3', 'e6', '4.Bg2', 'Be7'] 
['1.d4', 'f5', '2.c4', 'Nf6', '3.g3', 'e6', '4.Bg2', 'Be7', '5.Nf3', 'O-O'] 
['1.d4', 'f5', '2.c4', 'Nf6', '3.g3', 'e6', '4.Bg2', 'Be7', '5.Nh3'] 
['1.d4', 'f5', '2.c4', 'Nf6', '3.g3', 'e6', '4.Bg2', 'Be7', '5.Nf3', 'O-O', '6.O-O', 'd6', '7.Nc3', 'a5'] 
['1.d4', 'f5', '2.c4', 'Nf6', '3.g3', 'e6', '4.Bg2', 'Be7', '5.Nf3', 'O-O', '6.O-O', 'd6'] 
['1.d4', 'f5', '2.c4', 'Nf6', '3.g3', 'e6', '4.Bg2', 'Be7', '5.Nf3', 'O-O', '6.O-O', 'd6', '7.Nc3', 'Ne4'] 
['1.d4', 'f5', '2.c4', 'Nf6', '3.g3', 'e6', '4.Bg2', 'Be7', '5.Nf3', 'O-O', '6.O-O', 'd6', '7.Nc3', 'Qe8', '8.Qc2'] 
['1.d4', 'f5', '2.c4', 'Nf6', '3.g3', 'e6', '4.Bg2', 'Be7', '5.Nf3', 'O-O', '6.O-O', 'd6', '7.Nc3', 'Qe8'] 
['1.d4', 'f5', '2.c4', 'Nf6', '3.g3', 'e6', '4.Bg2', 'Be7', '5.Nf3', 'O-O', '6.O-O', 'd6', '7.Nc3', 'Qe8', '8.b3'] 
['1.d4', 'f5', '2.c4', 'Nf6', '3.g3', 'e6', '4.Bg2', 'Be7', '5.Nf3', 'O-O', '6.O-O', 'd5', '7.Nc3', 'c6'] 
['1.d4', 'f5', '2.c4', 'Nf6', '3.g3', 'e6', '4.Bg2', 'Be7', '5.Nf3', 'O-O', '6.O-O', 'd5', '7.b3', 'c6', '8.Ba3'] 
['1.d4', 'f5', '2.c4', 'Nf6', '3.g3', 'e6', '4.Bg2', 'Be7', '5.Nf3', 'O-O', '6.O-O', 'd5', '7.b3'] 
['1.d4', 'f5', '2.g3'] 
['1.d4', 'f5', '2.c4', 'Nf6', '3.g3'] 
['1.d4', 'f5'] 
['1.d4', 'f5', '2.Bg5'] 
['1.d4', 'f5', '2.h3', 'Nf6', '3.g4'] 
['1.d4', 'f5', '2.Qd3'] 
['1.d4', 'f5', '2.h3'] 
['1.d4', 'f5', '2.g4'] 
['1.d4', 'f5', '2.c4', 'Nf6', '3.g3', 'g6'] 
